%time,field.header.seq,field.header.stamp,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1609046841723001011,615,1609046841722408962,-5.77661167398e-05,-0.000281868776991,0.000381695092134,0.0,0.0,0.0,1.0
1609046841773493176,616,1609046841772855949,5.2568375299e-05,-0.000174497942933,0.000238799889996,0.0,0.0,0.0,1.0
1609046841822652397,617,1609046841822185945,-3.52678779869e-05,-0.000142271868333,0.000202060849709,0.0,0.0,0.0,1.0
1609046841873146612,618,1609046841872827959,-6.45740444689e-05,-0.000144507686562,0.000255895705477,0.0,0.0,0.0,1.0
1609046841922750588,619,1609046841922381114,-9.53697832884e-06,-6.15689093522e-05,0.000202369143702,0.0,0.0,0.0,1.0
1609046841972967417,620,1609046841972078037,0.000167043859758,-3.74673307331e-05,0.000106030771208,0.0,0.0,0.0,1.0
1609046842022219854,621,1609046842021949958,0.000136483713558,-0.000125894393976,0.000110148796837,0.0,0.0,0.0,1.0
1609046842070504863,622,1609046842070270013,7.35086067358e-05,-0.000102056687902,0.00024313751409,0.0,0.0,0.0,1.0
1609046842123671010,623,1609046842123321008,1.21400130837e-07,-4.70021330692e-05,0.00019298316346,0.0,0.0,0.0,1.0
1609046842174544217,624,1609046842174127054,9.77838481937e-05,-4.59584441259e-06,0.000256312730015,0.0,0.0,0.0,1.0
1609046842223072733,625,1609046842222263050,7.22646989288e-05,-9.47122578321e-05,0.000249917461593,0.0,0.0,0.0,1.0
1609046842272181411,626,1609046842271814060,9.48379461541e-05,-3.9260677319e-05,0.0002409150209,0.0,0.0,0.0,1.0
1609046842323044295,627,1609046842322137069,0.000186550280414,-5.88695039845e-05,0.000277978630468,0.0,0.0,0.0,1.0
1609046842372399921,628,1609046842372158002,9.41391565235e-06,-4.14191089071e-06,0.000201381446926,0.0,0.0,0.0,1.0
1609046842421182611,629,1609046842420614910,5.00982618945e-05,-0.000175379060083,0.000242918913408,0.0,0.0,0.0,1.0
1609046842472776421,630,1609046842472456884,0.000100815463011,-4.45285202115e-05,0.000226476053825,0.0,0.0,0.0,1.0
1609046842523511035,631,1609046842523184013,0.000189936256831,-3.99608509092e-05,0.000283027510623,0.0,0.0,0.0,1.0
1609046842572189341,632,1609046842571367931,1.3679286802e-05,9.08131159072e-06,0.000201339139124,0.0,0.0,0.0,1.0
1609046842623936759,633,1609046842623454046,0.000100261964629,-1.74501922601e-06,0.000253368783316,0.0,0.0,0.0,1.0
1609046842674503100,634,1609046842673422050,9.69110333493e-05,-1.68186227878e-05,0.00025057109101,0.0,0.0,0.0,1.0
1609046842723458276,635,1609046842722834062,9.69710757488e-05,-2.58772925168e-05,0.000244984634172,0.0,0.0,0.0,1.0
1609046842772661762,636,1609046842772319030,9.88319623865e-05,-2.33582950031e-05,0.000243002475502,0.0,0.0,0.0,1.0
1609046842825732614,637,1609046842825463962,9.73234006452e-05,-5.09990007735e-05,0.000229142287003,0.0,0.0,0.0,1.0
1609046842872720142,638,1609046842872034025,0.000161282965159,-5.54837457525e-05,0.000105993130502,0.0,0.0,0.0,1.0
1609046842924910752,639,1609046842924433898,0.000160776991638,-7.54612718286e-05,9.4875347564e-05,0.0,0.0,0.0,1.0
1609046842975460905,640,1609046842975161027,0.000184134976411,-6.84689583341e-05,0.000276726681035,0.0,0.0,0.0,1.0
1609046843022632072,641,1609046843022078943,0.000181271219859,-5.86301246859e-05,0.000288064092729,0.0,0.0,0.0,1.0
1609046843074291834,642,1609046843073831987,7.01925707887e-05,-3.40789022797e-05,6.88434585197e-05,0.0,0.0,0.0,1.0
1609046843122450575,643,1609046843121874046,0.000187318593497,-5.95609551191e-05,0.000276114061258,0.0,0.0,0.0,1.0
1609046843174457478,644,1609046843174096059,5.5801209303e-05,-0.000186066096072,0.000225722712331,0.0,0.0,0.0,1.0
1609046843223067779,645,1609046843222712945,0.000160598839898,-6.35133528899e-05,0.000102429822777,0.0,0.0,0.0,1.0
1609046843272126927,646,1609046843271800947,0.000248055339753,-8.05565474362e-05,0.000149057626846,0.0,0.0,0.0,1.0
1609046843324129419,647,1609046843323832941,0.000151063534144,-5.17440492995e-05,0.000127496356344,0.0,0.0,0.0,1.0
1609046843371044359,648,1609046843370558929,6.1297729129e-05,-0.000125749089371,0.000251816286326,0.0,0.0,0.0,1.0
1609046843423864067,649,1609046843423561048,9.67424226914e-05,-3.62871540318e-05,0.000239125408493,0.0,0.0,0.0,1.0
1609046843474444547,650,1609046843474136066,0.000104382087503,-1.92209220788e-05,0.000235051082473,0.0,0.0,0.0,1.0
1609046843521982352,651,1609046843521696043,0.000126479527033,5.90333549706e-05,0.000240722821843,0.0,0.0,0.0,1.0
1609046843572743867,652,1609046843571726989,0.000145862498844,-5.25362934098e-05,0.000358423327031,0.0,0.0,0.0,1.0
1609046843625613818,653,1609046843625276041,9.80559687029e-05,-3.02379020329e-05,0.000240306960158,0.0,0.0,0.0,1.0
1609046843672830329,654,1609046843672438097,8.59206737083e-05,-9.46447886943e-05,0.000224243091585,0.0,0.0,0.0,1.0
1609046843724301625,655,1609046843723682117,7.6046575149e-05,-0.000101658698185,0.000238598813125,0.0,0.0,0.0,1.0
1609046843772142307,656,1609046843771346044,3.33480906107e-05,-1.01208044931e-05,0.000374312110017,0.0,0.0,0.0,1.0
1609046843822482421,657,1609046843822111082,7.26808821732e-05,-0.000173456112178,0.000423169011938,0.0,0.0,0.0,1.0
1609046843873502128,658,1609046843872921895,3.15486422551e-05,-9.29098761304e-06,0.000378202027241,0.0,0.0,0.0,1.0
1609046843922703606,659,1609046843922455024,3.85533734395e-05,7.60079472428e-06,0.000375217889131,0.0,0.0,0.0,1.0
1609046843974471186,660,1609046843974224996,9.95960025136e-05,-1.83345246771e-05,0.000244599177595,0.0,0.0,0.0,1.0
1609046844021845933,661,1609046844021499109,0.000144783291773,0.00011829212956,0.000242061180447,0.0,0.0,0.0,1.0
1609046844073058554,662,1609046844072838973,0.00010187746761,-2.32277461443e-05,0.000237346463573,0.0,0.0,0.0,1.0
1609046844124092165,663,1609046844123650026,0.000184098623077,-5.37923924995e-05,0.000285662932022,0.0,0.0,0.0,1.0
1609046844174820917,664,1609046844173968982,1.40015075694e-05,-7.15272620333e-06,0.000190923520943,0.0,0.0,0.0,1.0
1609046844223126739,665,1609046844222342920,9.8143885964e-05,-4.11075154183e-05,0.000233573828025,0.0,0.0,0.0,1.0
1609046844274293155,666,1609046844273637008,0.000103162080944,-4.76987444582e-05,0.000220141728315,0.0,0.0,0.0,1.0
1609046844322263087,667,1609046844321777057,0.000138580714783,-0.000200706903001,0.000282609062188,0.0,0.0,0.0,1.0
1609046844371513589,668,1609046844371246051,9.71951973696e-05,-3.81907082172e-05,0.000237122648358,0.0,0.0,0.0,1.0
1609046844421247894,669,1609046844420952987,0.000185437280791,-6.75019889673e-05,0.00027485861202,0.0,0.0,0.0,1.0
1609046844474450796,670,1609046844473952960,9.50295166611e-05,-4.51094762877e-05,0.000237020353696,0.0,0.0,0.0,1.0
1609046844523922328,671,1609046844523555946,7.76042302846e-05,-2.94783030981e-05,5.7666679746e-05,0.0,0.0,0.0,1.0
1609046844570618308,672,1609046844570110988,0.000180558583924,-6.39885290674e-05,0.00028616840722,0.0,0.0,0.0,1.0
1609046844623219075,673,1609046844622555923,0.000100733023508,-3.80193102227e-05,0.000230564247035,0.0,0.0,0.0,1.0
1609046844673834774,674,1609046844673063945,0.000267277940704,-9.22751072352e-05,0.000327390904342,0.0,0.0,0.0,1.0
1609046844723223424,675,1609046844722726058,0.00010276430498,-4.54816776987e-05,0.000222230346893,0.0,0.0,0.0,1.0
1609046844772684909,676,1609046844772412967,0.000100681750105,-3.47820281448e-05,0.000232616810131,0.0,0.0,0.0,1.0
1609046844822289831,677,1609046844821927022,9.96442191514e-05,-3.95819230246e-05,0.000231670385144,0.0,0.0,0.0,1.0
1609046844872994195,678,1609046844872564983,1.40040551102e-05,-8.34448677089e-06,0.000190198644736,0.0,0.0,0.0,1.0
1609046844924468463,679,1609046844924167108,9.89300659988e-05,-4.15713897066e-05,0.000231813119411,0.0,0.0,0.0,1.0
1609046844972373752,680,1609046844972058010,0.000102266098125,-3.9683984701e-05,0.000226671547175,0.0,0.0,0.0,1.0
1609046845022914000,681,1609046845022650909,9.88741356309e-05,-3.34612445894e-05,0.000236818705371,0.0,0.0,0.0,1.0
1609046845074577796,682,1609046845074275922,9.95994751669e-05,-3.70199803612e-05,0.000233302602989,0.0,0.0,0.0,1.0
1609046845122306866,683,1609046845122040939,0.00018139137093,-7.0002630725e-05,0.000280966406981,0.0,0.0,0.0,1.0
1609046845175257304,684,1609046845174636077,0.000100388140293,-3.90083622861e-05,0.000230616085791,0.0,0.0,0.0,1.0
1609046845223061226,685,1609046845222779941,0.000180822774237,-6.36575563373e-05,0.000285870897496,0.0,0.0,0.0,1.0
1609046845273186735,686,1609046845272619915,0.00017978866946,-5.57394303371e-05,0.000292602438142,0.0,0.0,0.0,1.0
1609046845323552132,687,1609046845323249053,0.000186087405517,-6.88360215726e-05,0.00027282834346,0.0,0.0,0.0,1.0
1609046845372640580,688,1609046845371564102,9.79895295927e-05,-3.69549706534e-05,0.000236373517835,0.0,0.0,0.0,1.0
1609046845424128837,689,1609046845423824977,1.11468036508e-05,-1.10547625791e-05,0.000193941453508,0.0,0.0,0.0,1.0
1609046845472770606,690,1609046845472536039,0.000186386608675,-6.50278656877e-05,0.000274565864839,0.0,0.0,0.0,1.0
1609046845522656214,691,1609046845522335958,8.83324338474e-05,-3.64020952741e-05,0.00025489254725,0.0,0.0,0.0,1.0
1609046845572296470,692,1609046845571994018,8.75293620766e-05,-3.80580557842e-05,0.000255404231327,0.0,0.0,0.0,1.0
1609046845623582379,693,1609046845622631978,4.722058776e-05,-0.000179499082194,0.000245848442317,0.0,0.0,0.0,1.0
1609046845674037461,694,1609046845673305940,5.35260741508e-05,-0.000177030373683,0.000235466369189,0.0,0.0,0.0,1.0
1609046845725014627,695,1609046845724338960,0.000166451331882,-5.09594918316e-05,9.89944531238e-05,0.0,0.0,0.0,1.0
1609046845770383458,696,1609046845769895029,0.000200800013598,-0.000227126292584,0.00014948380549,0.0,0.0,0.0,1.0
1609046845823093372,697,1609046845822790098,0.000223699775823,-0.000230075734397,0.000326191131233,0.0,0.0,0.0,1.0
1609046845873648673,698,1609046845873218011,5.99740424754e-05,-0.000177844152219,0.000222832711545,0.0,0.0,0.0,1.0
1609046845927866016,699,1609046845927535009,5.61799017653e-05,-0.000168536183676,0.000235601256739,0.0,0.0,0.0,1.0
1609046845972643799,700,1609046845972301912,-2.67456785323e-05,-0.000161111729199,0.000174629828534,0.0,0.0,0.0,1.0
1609046846021105015,701,1609046846020857048,-2.74067732846e-05,-0.000160909082682,0.000175997154409,0.0,0.0,0.0,1.0
1609046846074150802,702,1609046846073835086,0.000141638261756,-0.00021012418201,0.000271161528499,0.0,0.0,0.0,1.0
1609046846124772179,703,1609046846124362897,6.56700321606e-05,-0.000196260497928,0.000200979577244,0.0,0.0,0.0,1.0
1609046846175231225,704,1609046846174699974,0.000187387212307,-6.90804046837e-05,0.000270233062567,0.0,0.0,0.0,1.0
1609046846221901966,705,1609046846221576881,5.97296121505e-05,-0.000193607465093,0.000213768746381,0.0,0.0,0.0,1.0
1609046846272574204,706,1609046846272352886,5.96882636756e-05,-0.000157379440726,0.000235735732202,0.0,0.0,0.0,1.0
1609046846324022100,707,1609046846323753070,5.9238803928e-05,-0.000137219698146,0.000248762752177,0.0,0.0,0.0,1.0
1609046846374018024,708,1609046846373789024,0.000180555689138,-5.29110427365e-05,0.000292867043163,0.0,0.0,0.0,1.0
1609046846424592728,709,1609046846423505973,0.000100716644063,-2.57836912407e-05,0.000237988030905,0.0,0.0,0.0,1.0
1609046846472682584,710,1609046846472284030,5.32413561807e-05,-0.000169168218179,0.000240752866185,0.0,0.0,0.0,1.0
1609046846523650299,711,1609046846523290109,0.000141851321523,-0.000173994061957,0.000292590337137,0.0,0.0,0.0,1.0
1609046846571707144,712,1609046846571126890,-3.04423387085e-05,-0.000142359573388,0.000192921024317,0.0,0.0,0.0,1.0
1609046846627443803,713,1609046846626654100,5.41379717198e-05,-0.000175459076914,0.000235263507944,0.0,0.0,0.0,1.0
1609046846674404479,714,1609046846673835945,-3.15744315387e-05,-0.000151973602264,0.000189243992665,0.0,0.0,0.0,1.0
1609046846722217243,715,1609046846721317958,-3.32547225064e-05,-0.000143781249548,0.000197357957759,0.0,0.0,0.0,1.0
1609046846773411364,716,1609046846771877002,5.52657612047e-05,-0.000161794388937,0.000241396077058,0.0,0.0,0.0,1.0
1609046846821164172,717,1609046846820827913,5.4950369023e-05,-0.000164454362618,0.000240382811473,0.0,0.0,0.0,1.0
1609046846874313009,718,1609046846874058914,0.00017631872057,-5.58394933723e-05,0.000299076132695,0.0,0.0,0.0,1.0
1609046846923881647,719,1609046846923628997,0.000178734281082,-4.97456803057e-05,0.000298209442743,0.0,0.0,0.0,1.0
1609046846972228005,720,1609046846971706104,9.87077542618e-05,-3.04040181813e-05,0.000238979234119,0.0,0.0,0.0,1.0
1609046847023389038,721,1609046847022654008,0.000106893946072,-2.24345426005e-05,0.000228379368481,0.0,0.0,0.0,1.0
1609046847074239835,722,1609046847073791933,0.00024395220359,-8.16109241928e-05,0.000156146956801,0.0,0.0,0.0,1.0
1609046847130201984,723,1609046847129586887,0.000244718360733,-8.07255894468e-05,0.000155239173768,0.0,0.0,0.0,1.0
1609046847173354396,724,1609046847173150014,0.000150810090428,-8.4609388324e-05,0.000108116129256,0.0,0.0,0.0,1.0
1609046847220799919,725,1609046847220482063,8.74953792653e-05,-3.6762302269e-05,0.000256251137296,0.0,0.0,0.0,1.0
1609046847272124045,726,1609046847271656942,0.000176434428568,-4.86532670223e-05,0.0003032002798,0.0,0.0,0.0,1.0
1609046847328106068,727,1609046847327774953,-2.76498945979e-05,0.000137635967015,0.000135227874573,0.0,0.0,0.0,1.0
1609046847383050299,728,1609046847382671070,0.00016438052327,-4.36241879154e-05,0.000107325927846,0.0,0.0,0.0,1.0
1609046847426920462,729,1609046847426676940,4.98317271571e-05,-0.000173309561472,0.000244671218901,0.0,0.0,0.0,1.0
1609046847473355239,730,1609046847472999048,-3.32386352078e-05,-0.00013340851606,0.000203594929337,0.0,0.0,0.0,1.0
1609046847522748329,731,1609046847522292089,5.48116886279e-05,-0.000153460814252,0.000247286326037,0.0,0.0,0.0,1.0
1609046847575432695,732,1609046847574919891,-3.12722839695e-05,-0.000135814571355,0.000198438396172,0.0,0.0,0.0,1.0
1609046847626265450,733,1609046847625672054,0.000101020407168,-2.45675824466e-05,0.000238150816129,0.0,0.0,0.0,1.0
1609046847673366881,734,1609046847672687005,0.000188178252824,-6.0179272344e-05,0.00027412166993,0.0,0.0,0.0,1.0
1609046847724390309,735,1609046847723982048,7.18882418482e-05,-0.000113111739205,0.000239509205121,0.0,0.0,0.0,1.0
1609046847772083644,736,1609046847771470975,7.3906890762e-05,-0.000174598584527,0.000198557224351,0.0,0.0,0.0,1.0
1609046847824913069,737,1609046847824279975,0.000151581589162,-4.78023176136e-05,0.00012890246273,0.0,0.0,0.0,1.0
1609046847874335115,738,1609046847873785924,9.92796284045e-05,-3.19614319295e-05,0.000236961344157,0.0,0.0,0.0,1.0
1609046847922607093,739,1609046847922109079,1.15760231303e-05,-1.25394784867e-06,0.000199055001968,0.0,0.0,0.0,1.0
1609046847972902778,740,1609046847972589921,9.27751966024e-05,-2.45369905993e-05,0.000253695595587,0.0,0.0,0.0,1.0
1609046848021192850,741,1609046848020910930,4.55562130206e-05,-0.000171617941497,0.000253744407015,0.0,0.0,0.0,1.0
1609046848073300171,742,1609046848072874021,9.80634059466e-05,-2.02855519618e-05,0.00024630631952,0.0,0.0,0.0,1.0
1609046848123897751,743,1609046848123563957,0.000137582626799,-0.00019775328653,0.000286273122301,0.0,0.0,0.0,1.0
1609046848171220971,744,1609046848170902919,5.22785580124e-05,-0.000166455877277,0.000244204694747,0.0,0.0,0.0,1.0
1609046848222314268,745,1609046848221879911,-3.10134910251e-05,-0.000143588737807,0.000193253876883,0.0,0.0,0.0,1.0
1609046848273252500,746,1609046848272422027,9.50142509133e-05,-3.23147997463e-05,0.000244779828655,0.0,0.0,0.0,1.0
1609046848323714479,747,1609046848323150110,0.000157431522435,-4.07846700021e-05,0.000122126882006,0.0,0.0,0.0,1.0
1609046848372808804,748,1609046848372193050,0.000100110505286,-1.81314807648e-05,0.000243753016303,0.0,0.0,0.0,1.0
1609046848423752219,749,1609046848423114013,9.95589459585e-05,-1.95863771832e-05,0.000243912568314,0.0,0.0,0.0,1.0
1609046848473172206,750,1609046848472372961,0.00023934030153,-6.54293816869e-05,0.000174608418586,0.0,0.0,0.0,1.0
1609046848525747375,751,1609046848525217962,9.8954021059e-05,-1.24213725794e-05,0.000249380895756,0.0,0.0,0.0,1.0
1609046848575923999,752,1609046848575605106,0.00019194889374,-5.65112407713e-05,0.000269237584437,0.0,0.0,0.0,1.0
1609046848622812189,753,1609046848622600984,0.000158068440783,-4.1000179003e-05,0.000120797321854,0.0,0.0,0.0,1.0
1609046848673162227,754,1609046848672212076,0.000247993913884,-7.11237638988e-05,0.000154872658621,0.0,0.0,0.0,1.0
1609046848723075284,755,1609046848722749900,7.69054683332e-05,-1.83646346752e-05,6.56974465283e-05,0.0,0.0,0.0,1.0
1609046848775069802,756,1609046848774793100,0.000130284924065,-2.83693829104e-05,0.000180746807773,0.0,0.0,0.0,1.0
1609046848824147694,757,1609046848823459100,4.50392906686e-05,0.000129236506027,0.000214886362555,0.0,0.0,0.0,1.0
1609046848872932002,758,1609046848872559976,-1.5804910106e-05,0.000127103041274,0.000328171612614,0.0,0.0,0.0,1.0
1609046848924220191,759,1609046848923723888,3.62269968264e-05,-6.91905487038e-06,0.000370825440092,0.0,0.0,0.0,1.0
1609046848973509992,760,1609046848972809028,7.79071428454e-05,-2.24378104914e-05,0.000282961573363,0.0,0.0,0.0,1.0
1609046849023665275,761,1609046849023263883,5.98651965973e-05,-1.35078361971e-05,0.000322331618547,0.0,0.0,0.0,1.0
1609046849107825009,762,1609046849107521963,5.33956701787e-05,-0.000168691977377,0.000240750029249,0.0,0.0,0.0,1.0
1609046849173842269,763,1609046849173617076,0.00012657113118,-4.26078229161e-05,0.000179137055472,0.0,0.0,0.0,1.0
1609046849221581849,764,1609046849221161079,9.56893842208e-05,-2.55592669109e-05,0.000247590303124,0.0,0.0,0.0,1.0
1609046849273321739,765,1609046849272920083,9.65097616614e-05,-2.30409816275e-05,0.000247567063688,0.0,0.0,0.0,1.0
1609046849325608236,766,1609046849325108957,9.63861362884e-05,-2.92603581311e-05,0.000244042014769,0.0,0.0,0.0,1.0
1609046849372599701,767,1609046849371821117,-3.43986879727e-05,1.37687470101e-05,0.000294705862821,0.0,0.0,0.0,1.0
1609046849421710643,768,1609046849421040964,3.51605761786e-05,1.47621497248e-06,0.000377906217816,0.0,0.0,0.0,1.0
1609046849472430514,769,1609046849472056102,5.01284311838e-05,-1.15048962837e-05,0.000341876969793,0.0,0.0,0.0,1.0
1609046849525216576,770,1609046849524914932,0.000211087508138,-0.000202178064212,0.000145185635857,0.0,0.0,0.0,1.0
1609046849573842600,771,1609046849573526096,4.84632066957e-05,-0.000175266111802,0.00024606608325,0.0,0.0,0.0,1.0
1609046849622754239,772,1609046849622224998,9.61803591615e-05,-2.80844503493e-05,0.000245140008637,0.0,0.0,0.0,1.0
1609046849673610293,773,1609046849673258018,0.000100309986884,-2.07072966987e-05,0.000241821030032,0.0,0.0,0.0,1.0
1609046849723618515,774,1609046849723133039,9.54951956444e-06,-3.91696973168e-06,0.000201262008332,0.0,0.0,0.0,1.0
1609046849773501291,775,1609046849773039054,9.84361030945e-05,-2.94788041675e-05,0.000240049799785,0.0,0.0,0.0,1.0
1609046849823670196,776,1609046849823186111,0.000245164607016,-7.04453242566e-05,0.000160610293442,0.0,0.0,0.0,1.0
1609046849872614054,777,1609046849872113895,0.000165741056254,-3.94140309421e-05,0.000107307795632,0.0,0.0,0.0,1.0
1609046849923014870,778,1609046849922757101,7.9335717782e-05,-1.63517775889e-05,6.23373610633e-05,0.0,0.0,0.0,1.0
1609046849973503770,779,1609046849973224115,0.000101429527525,-2.27229826031e-05,0.000238494950688,0.0,0.0,0.0,1.0
1609046850022323181,780,1609046850022011947,-6.14767030171e-06,-0.000114494953257,0.000385621446855,0.0,0.0,0.0,1.0
1609046850073437721,781,1609046850072936964,9.55003242353e-05,-3.49734629648e-05,0.000242258115467,0.0,0.0,0.0,1.0
1609046850123528976,782,1609046850123157930,-7.04953990827e-05,3.26291465687e-05,0.000152461631835,0.0,0.0,0.0,1.0
1609046850172042045,783,1609046850171808910,9.38612321697e-05,-2.86257018161e-05,0.00024918005156,0.0,0.0,0.0,1.0
1609046850223428759,784,1609046850223164033,0.000178052910101,-5.65225415698e-05,0.000295397824832,0.0,0.0,0.0,1.0
1609046850274082610,785,1609046850273771953,9.71201040514e-05,-2.89383844869e-05,0.000242854444899,0.0,0.0,0.0,1.0
1609046850323486420,786,1609046850323239994,0.000266769185,-8.01581381822e-05,0.000335670179856,0.0,0.0,0.0,1.0
1609046850373033442,787,1609046850372698020,6.0285190866e-05,-0.000138109157289,0.000246254912906,0.0,0.0,0.0,1.0
1609046850421695109,788,1609046850421312046,-2.65937716861e-05,-0.00010997460504,0.000205241109455,0.0,0.0,0.0,1.0
1609046850474967432,789,1609046850474554967,0.00018268001908,-5.37983312263e-05,0.000288330671191,0.0,0.0,0.0,1.0
1609046850524733746,790,1609046850524382066,0.000226568169342,8.71885709444e-05,0.000290873524175,0.0,0.0,0.0,1.0
1609046850573653051,791,1609046850573006105,0.000111481156846,7.30834709177e-05,0.000277455178734,0.0,0.0,0.0,1.0
1609046850624198838,792,1609046850623729896,5.01895572391e-05,3.69437835666e-05,0.000371035668847,0.0,0.0,0.0,1.0
1609046850672352902,793,1609046850672074985,-9.86237556653e-05,-0.000118845040753,0.00033551992426,0.0,0.0,0.0,1.0
1609046850725420185,794,1609046850725022029,1.40110928406e-05,-2.41445646232e-06,0.000193768403822,0.0,0.0,0.0,1.0
1609046850772737281,795,1609046850772428941,0.000182616242554,-5.10067682296e-05,0.000290137472492,0.0,0.0,0.0,1.0
1609046850824456369,796,1609046850824150037,0.000152127476508,-3.8092680164e-05,0.000133741185229,0.0,0.0,0.0,1.0
1609046850872866452,797,1609046850872590017,9.90934768197e-06,3.66459010692e-06,0.000205165323671,0.0,0.0,0.0,1.0
1609046850922152440,798,1609046850921489906,0.000100829681955,-1.53443863624e-05,0.000244082765185,0.0,0.0,0.0,1.0
1609046850974084941,799,1609046850973730039,0.000272575313826,-7.1662493685e-05,0.000329870048059,0.0,0.0,0.0,1.0
1609046851022856697,800,1609046851022604894,0.000183167986123,-4.9816785717e-05,0.000289817507864,0.0,0.0,0.0,1.0
1609046851073943854,801,1609046851073708009,0.000169410487871,-4.00698889926e-05,0.000321613088426,0.0,0.0,0.0,1.0
1609046851123227144,802,1609046851122944068,-2.04798210071e-05,-0.000105520758762,0.000196419156127,0.0,0.0,0.0,1.0
